timestamp,ax,ay,az,gx,gy,gz,scenario,actual_steps
0.0,-6.658047,4.536144,5.3023050000000005,-0.34834153875928825,0.1693772225890417,0.0383501196540714,sample_walking,
0.0,-6.7159260000000005,4.559688,5.3405640000000005,-0.31318711696561846,0.16511512855567156,0.05219756193939441,sample_walking,
0.0,-6.767919,4.68918,5.489676,-0.25885850800953897,0.16085477985155341,0.07776489015185933,sample_walking,
0.0,-6.859152000000001,4.928544,5.446512,-0.22477048238883773,0.14700733756623038,0.11398396278924568,sample_walking,
0.008999999998195563,-6.930765000000001,5.0580359999999995,5.355279,-0.26844734691999583,0.1331581499516554,0.15446338413075014,sample_walking,
0.01900000000023283,-6.864057,4.991328,5.31702,-0.3494061896030048,0.1257003580578836,0.16191943069526993,sample_walking,
0.027999999998428393,-6.772824000000001,4.665636,5.268951,-0.4250400327381791,0.11504861363296222,0.15979012900783687,sample_walking,
0.03800000000046566,-6.724755,4.282065,5.30721,-0.5091963186108417,0.1065261708954739,0.13209349910793883,sample_walking,
0.04899999999906868,-6.815988,4.07115,5.484771,-0.5422196933878264,0.10226582219135574,0.10013477517467068,sample_walking,
0.05899999999746797,-6.873867000000001,4.08096,5.790843000000001,-0.5209144592087316,0.09693907731426905,0.09161233243718235,sample_walking,
0.09999999999854481,-7.0896870000000005,4.200642,6.164604,-0.44102026736943917,0.0735027961184892,0.08948303074974927,sample_walking,
0.09999999999854481,-7.415379000000001,4.435101,6.533460000000001,-0.4016054968716512,0.03302337477698471,0.12463570721416706,sample_walking,
0.10099999999874854,-7.548795,4.828482,6.820893000000001,-0.45912980368813233,-0.027696629899898014,0.14168059268914368,sample_walking,
0.10099999999874854,-7.520346,4.9383539999999995,6.8454180000000004,-0.49534713099626665,-0.08308988969969404,0.14807198840994693,sample_walking,
0.10900000000037835,-7.486992,4.612662,6.720831,-0.5187834121920465,-0.15552803497446668,0.14274524353286022,sample_walking,
0.11899999999877764,-7.640028000000001,4.07115,6.413778000000001,-0.628505280947922,-0.2183790866680345,0.08415628587266258,sample_walking,
0.12899999999717693,-7.309431,4.032891,6.442227,-0.7275754052788761,-0.23116187810964098,0.0021310470166850766,sample_walking,
0.1389999999992142,-7.381044,3.8945700000000003,6.596244,-0.7201193587143564,-0.2940129298032088,0.010653489754173389,sample_walking,
0.14899999999761349,-7.539966,4.129029,6.907221,-0.7723169206537508,-0.3707114237820996,0.023436281195779857,sample_walking,
0.15899999999965075,-7.827399000000001,4.526334,7.1711100000000005,-0.7861643629390738,-0.4452806160735573,0.06924244741437104,sample_walking,
0.16899999999805004,-8.19135,4.775508,7.702812000000001,-0.8692559979680198,-0.48043503786722713,0.10865721791215899,sample_walking,
0.1790000000000873,-7.932366,5.250312,8.440524000000002,-0.996022752198872,-0.5145230634879283,0.10013477517467068,sample_walking,
0.1889999999984866,-7.324146000000001,5.652522000000001,7.578225,-1.2037483491127332,-0.46552119940893555,0.09374337945386743,sample_walking,
0.19900000000052387,-6.806178,5.661351,6.902316000000001,-1.2602080050854976,-0.44421596522984075,0.08415628587266258,sample_walking,
0.20899999999892316,-6.3853290000000005,5.527935,6.561909000000001,-1.3944308058808694,-0.3632553772175798,0.07243814527477266,sample_walking,
0.21999999999752617,-6.658047,4.909904999999999,6.9651,-1.6437022203092038,-0.19494280547225465,0.07030709825808758,sample_walking,
0.22899999999935972,-7.079877000000001,4.162383,6.8454180000000004,-2.0005662018059804,-0.05113291109567787,0.0873519837330642,sample_walking,
0.238999999997759,-7.3575,3.5208090000000003,6.241122,-2.3286689025591425,-0.026631979056181476,-0.02130523417909478,sample_walking,
0.24899999999979627,-7.003359000000001,3.243186,5.3454690000000005,-2.5811360148478784,-0.05645965597276457,-0.21944373751175103,sample_walking,
0.25899999999819556,-7.136775000000001,2.577087,5.853627,-2.6098972955914927,-0.02982767691658309,-0.3707114237820996,sample_walking,
0.26900000000023283,-7.668477,1.8727289999999999,6.830703000000001,-2.53745915031672,0.07243814527477266,-0.4293021267715492,sample_walking,
0.2789999999986321,-8.090307000000001,1.389096,7.333956000000001,-2.4192148388233563,0.14380989437657676,-0.4527366626380771,sample_walking,
0.3209999999999127,-8.286507,1.5372270000000001,7.644933,-2.4841969375336093,0.11078826492884405,-0.5443507404045115,sample_walking,
0.3209999999999127,-7.942176,1.5951060000000001,8.243343000000001,-2.435195073454616,0.008522442737488312,-0.6583329578645052,sample_walking,
0.3209999999999127,-7.482087000000001,1.4803290000000002,7.917651000000001,-2.3393206469840635,-0.05645965597276457,-0.7222486604017895,sample_walking,
0.3220000000001164,-6.969024000000001,1.623555,7.937271000000001,-2.2200116846469835,-0.150203035426632,-0.8021445975703339,sample_walking,
0.3279999999977008,-6.691401000000001,1.460709,8.214894000000001,-2.100700976980651,-0.2343575759700426,-0.8181230868723419,sample_walking,
0.3389999999999418,-6.596244,1.4705190000000001,7.745976,-2.0740689979244697,-0.23861967000341275,-0.8522111124930433,sample_walking,
0.3489999999983411,-6.6727620000000005,2.007126,7.256457000000001,-2.003761899666382,-0.32810095542391005,-0.8724516958284214,sample_walking,
0.35900000000037835,-6.4716569999999995,2.198421,6.485391000000001,-2.0112196915601537,-0.35579758532380806,-0.8681913471243032,sample_walking,
0.36999999999898137,-6.418683000000001,1.935513,7.055352,-2.057025857778745,-0.29507758064692535,-0.790426456972444,sample_walking,
0.37899999999717693,-6.2607420000000005,1.6480800000000002,7.33788,-2.1198769094723127,-0.2343575759700426,-0.7350331971726479,sample_walking,
0.3899999999994179,-6.360804,1.5617520000000003,6.767919,-2.1646166795179353,-0.18642210806401835,-0.6796381920435999,sample_walking,
0.3989999999976135,-6.207768000000001,0.885843,6.1842239999999995,-2.193379705590802,-0.07882954099557589,-0.6807045882165684,sample_walking,
0.40899999999965075,-6.370614,0.21582,6.0880860000000006,-2.194444356434518,-0.07243814527477266,-0.7936221548328456,sample_walking,
0.41899999999805004,-5.910525000000001,-0.632745,6.313715999999999,-1.980327363799854,-0.11398396278924568,-0.780839363391239,sample_walking,
0.4290000000000873,-5.527935,-1.274319,6.682572,-1.7598172301151345,-0.1832246648743647,-0.7307711031392778,sample_walking,
0.4789999999993597,-4.823577,-2.002221,6.083181,-1.6596824549404638,-0.21944373751175103,-0.751011686474656,sample_walking,
0.4789999999993597,-5.067845999999999,-2.3426280000000004,5.523029999999999,-1.490305232351422,-0.24501106572421597,-0.6711157493061116,sample_walking,
0.4789999999993597,-5.71923,-2.1032640000000002,5.503410000000001,-1.321992660606097,-0.29507758064692535,-0.6455501664228986,sample_walking,
0.4789999999993597,-5.541669,-1.772667,5.331735,-1.1419636935921338,-0.4250400327381791,-0.6274406301042055,sample_walking,
0.488999999997759,-5.044302,-1.1546370000000001,6.509916,-1.0578074077194712,-0.38030026269255646,-0.46339015239225045,sample_walking,
0.48999999999796273,-4.790223,-1.187991,6.811083000000001,-0.9171932112032961,-0.4079968925924545,-0.3547329344800915,sample_walking,
0.4989999999997963,-4.665636,-1.211535,6.250932000000001,-0.8490154146326416,-0.36219072637386324,-0.23648862298672765,sample_walking,
0.5089999999981956,-4.747059,-1.686339,6.202863,-0.859668904386815,-0.28123013836160227,-0.14168059268914368,sample_walking,
0.5190000000002328,-4.014252,-2.3906970000000003,6.0498270000000005,-0.8096006441348537,-0.24820676358461757,-0.07776489015185933,sample_walking,
0.5299999999988358,-4.526334,-2.198421,5.532839999999999,-0.7595341292121442,-0.22477048238883773,-0.08308988969969404,sample_walking,
0.5389999999970314,-4.378203,-1.9404180000000002,5.3405640000000005,-0.6466148172666152,-0.22796618024923937,-0.02982767691658309,sample_walking,
0.5499999999992724,-4.392918,-1.604916,5.891886,-0.492151433135865,-0.26844734691999583,0.018109536318693165,sample_walking,
0.558999999997468,-4.339944,-1.590201,6.395139,-0.3909520071174778,-0.24074897169084583,0.07989419183929243,sample_walking,
0.5689999999995052,-4.521429,-1.9109880000000001,6.724755,-0.3121224661219019,-0.18109536318693162,0.13528919696834046,sample_walking,
0.5799999999981083,-4.401747,-2.2661100000000003,6.284286,-0.26525164905959425,-0.15552803497446668,0.1832246648743647,sample_walking,
0.5889999999999418,-4.507695,-2.557467,6.001758000000001,-0.16085477985155341,-0.17683326915356148,0.26844734691999583,sample_walking,
0.5999999999985448,-3.9808980000000003,-3.444291,5.8487219999999995,-0.03302337477698471,-0.17896431617024655,0.34727688791557176,sample_walking,
0.6099999999969441,-3.908304,-3.635586,6.126345000000001,0.031958723933268166,-0.12996245209125376,0.43569352249235244,sample_walking,
0.6199999999989814,-3.8945700000000003,-3.2863500000000005,6.270552,0.05006826025196133,0.013849187614575004,0.545415391248228,sample_walking,
0.6289999999971769,-4.205547,-2.284749,6.601149000000001,0.07243814527477266,0.136353847812057,0.5954836515001892,sample_walking,
0.6399999999994179,-4.742154,-1.292958,6.8022540000000005,0.08202523885597751,0.11930896233708037,0.6231802814000873,sample_walking,
